1000 100000
986 322 52
822 350 96
578 647 47
378 910 5
656 589 63
98 900 85
674 741 13
338 234 64
341 631 20
408 103 23
540 925 3
441 231 63
153 32 3
927 868 47
275 758 14
865 168 43
250 508 25
847 780 35
217 110 44
209 18 59
626 292 96
852 801 35
439 900 86
223 58 81
59 960 44
813 15 30
688 635 13
622 589 42
893 387 98
574 646 96
320 817 8
947 375 48
847 126 61
170 429 26
175 913 69
197 392 56
765 625 61
755 545 53
866 317 76
878 381 71
497 526 72
566 686 7
339 119 14
652 380 48
149 720 66
178 253 19
104 537 62
948 306 68
705 412 24
361 344 88
386 834 56
617 320 30
816 989 67
122 185 92
279 444 75
449 955 53
240 597 86
949 490 34
393 752 95
6 1 90
249 16 57
597 474 100
649 536 83
937 381 7
172 872 59
453 322 2
465 280 83
552 130 36
268 99 23
203 175 48
480 923 86
455 605 68
12 37 90
420 31 64
598 900 42
82 7 97
223 873 41
663 7 10
950 744 69
883 972 76
496 90 1
148 197 11
315 748 9
541 570 41
835 418 7
219 32 92
654 344 34
970 783 50
99 754 41
505 478 54
503 891 87
170 39 91
299 730 40
232 141 12
978 728 67
172 317 57
56 394 86
382 644 80
285 625 65
521 719 60
159 609 42
681 74 94
863 706 54
678 511 25
612 854 26
736 351 86
147 321 57
346 720 64
291 581 44
685 778 51
294 979 92
768 829 89
419 675 100
209 75 72
629 378 62
342 713 86
591 668 22
823 779 78
259 101 64
799 666 33
511 52 95
597 305 35
177 871 80
693 399 74
527 652 69
455 31 22
967 221 75
218 941 27
830 88 63
733 132 83
867 857 35
472 677 3
179 966 70
160 251 32
768 75 53
510 552 60
155 704 73
849 172 52
377 906 19
446 454 29
982 300 30
18 353 22
254 623 4
404 771 35
819 411 34
944 812 22
366 514 2
673 939 74
264 73 9
775 584 89
606 920 13
8 888 90
367 92 58
504 325 82
177 684 75
655 490 7
414 919 10
480 376 17
960 557 89
906 494 99
630 192 51
530 611 77
173 528 44
668 554 90
767 817 99
376 841 56
643 422 18
255 857 98
410 323 61
893 661 27
560 648 97
869 482 80
807 72 28
493 652 7
190 722 36
910 318 89
904 946 66
104 495 64
918 789 2
820 354 66
478 800 6
508 422 98
846 617 17
37 937 95
122 705 9
867 890 84
589 482 84
489 750 66
503 171 50
684 786 37
941 825 54
572 545 11
39 532 49
949 968 8
257 421 20
725 8 53
500 618 77
456 733 80
915 481 87
576 91 92
640 385 13
587 517 92
163 850 91
252 716 78
137 752 68
577 937 78
404 685 71
318 325 67
49 63 51
581 174 1
67 150 29
236 802 20
753 340 82
789 767 9
15 538 31
861 247 54
75 864 73
951 428 55
648 238 14
332 738 7
550 133 7
154 446 3
888 617 57
916 636 22
52 64 73
229 684 97
178 613 16
405 972 81
257 9 94
726 628 43
33 443 84
887 523 34
397 185 36
317 93 97
763 48 9
853 447 73
6 811 61
947 900 94
575 211 14
571 777 47
591 358 32
387 836 49
696 739 65
182 341 27
453 94 7
731 252 47
533 732 41
684 810 51
920 757 38
374 191 14
635 797 57
234 170 31
381 291 89
844 460 19
936 457 37
494 814 14
700 175 83
660 205 81
560 451 2
951 895 25
508 605 67
672 873 36
794 988 66
451 229 41
64 284 67
52 224 75
438 11 63
66 695 70
353 96 72
527 450 41
763 205 6
433 628 17
909 712 51
673 584 19
135 421 53
618 242 75
937 497 87
718 542 38
560 110 66
18 799 70
914 691 11
970 351 75
178 575 33
659 878 4
265 986 1
5 491 39
521 39 40
20 772 54
568 264 91
138 999 36
169 793 80
213 427 47
911 138 81
211 236 55
931 105 60
872 885 5
379 520 52
623 713 36
578 400 29
797 652 83
152 505 78
935 788 68
918 372 4
965 705 16
637 62 50
813 654 98
352 484 4
713 571 52
977 69 57
55 878 8
63 116 42
844 889 93
45 434 78
123 992 30
753 972 23
391 331 68
953 482 2
635 86 19
861 789 67
44 229 80
130 712 27
714 288 39
840 951 83
636 253 49
347 4 67
848 535 97
453 717 68
477 239 5
306 888 31
939 328 47
354 258 57
543 902 64
30 941 33
688 430 51
744 177 87
694 621 74
15 726 17
17 391 99
234 767 71
22 709 46
182 635 59
398 332 52
698 124 13
466 977 68
743 33 39
505 442 70
928 770 95
901 848 31
459 233 33
684 53 99
507 629 99
461 842 96
49 102 80
494 495 29
252 620 37
724 742 69
119 635 39
711 501 58
847 96 51
793 514 9
549 853 56
649 859 43
205 307 71
575 132 15
315 548 69
824 760 79
312 354 3
125 440 98
595 89 45
355 995 93
558 54 18
695 546 5
552 467 85
811 751 66
89 303 54
634 382 19
216 833 98
276 725 72
85 323 24
262 21 93
496 679 53
818 816 20
747 270 48
615 922 78
303 387 77
909 670 68
741 602 10
276 765 66
925 144 35
33 637 97
874 769 65
797 54 62
124 174 84
727 27 5
459 601 38
998 70 66
102 760 7
329 938 75
662 56 91
441 650 68
240 598 25
85 666 57
219 233 53
716 705 65
15 283 46
767 297 44
365 310 34
87 472 7
522 314 64
692 488 92
730 925 71
145 946 10
704 405 42
572 575 54
606 912 50
299 597 14
642 47 46
647 91 25
531 640 84
461 930 19
459 627 75
756 526 74
29 826 26
448 324 42
590 748 6
639 247 64
565 142 71
516 412 100
880 151 86
289 971 96
803 300 56
43 92 40
896 534 21
789 996 94
697 832 95
902 778 55
731 558 74
376 440 75
157 359 50
471 39 34
492 19 48
193 380 69
486 978 69
55 688 94
418 51 33
353 377 72
378 547 41
289 883 28
899 929 19
421 431 58
663 350 49
742 117 6
274 395 69
930 761 82
80 842 77
923 907 74
589 998 18
104 793 69
322 569 94
432 127 93
529 585 66
970 644 62
246 52 94
83 957 11
281 80 70
845 736 82
129 323 41
901 630 61
715 906 89
160 733 54
65 155 28
955 228 46
269 789 95
315 673 23
98 361 32
791 582 50
136 632 45
515 512 79
330 423 80
808 453 20
450 481 65
197 58 71
64 524 79
184 639 90
922 673 79
777 782 77
995 185 60
309 508 91
999 21 53
169 471 47
186 626 43
347 150 77
161 303 60
275 822 24
543 610 97
856 326 83
660 181 39
580 872 81
1 50 36
192 860 24
985 232 96
509 736 3
194 731 20
386 302 57
310 367 24
82 335 60
429 754 85
290 932 72
48 917 50
281 114 42
459 580 92
529 794 30
215 681 91
968 36 84
783 291 84
219 383 23
579 972 53
395 341 50
479 711 73
447 181 95
85 905 46
140 714 79
429 1 30
228 154 40
48 65 98
748 143 70
679 756 53
178 397 65
376 380 36
649 778 73
923 997 65
624 804 13
179 583 18
761 88 78
151 70 76
60 877 29
615 26 87
542 261 65
231 549 95
320 315 14
507 889 8
515 863 98
503 82 93
107 283 38
962 406 69
54 820 100
754 489 92
574 902 53
116 181 25
54 965 22
43 605 13
393 872 32
119 873 33
40 346 89
212 22 83
644 314 66
389 78 35
109 559 49
141 300 9
779 724 45
319 590 38
966 527 47
855 324 95
108 535 82
634 992 35
586 743 100
280 483 70
259 690 92
496 173 40
768 45 73
304 778 12
176 738 14
561 213 64
257 521 47
237 17 31
415 646 1
466 603 12
960 564 35
500 599 77
577 787 16
102 476 17
900 496 48
96 305 36
650 644 20
684 982 91
989 959 88
814 425 1
691 310 91
313 998 40
950 104 13
689 609 11
904 211 80
687 555 24
234 118 50
412 296 69
621 860 17
381 242 43
370 427 57
894 540 76
477 364 20
576 513 44
622 437 34
409 113 26
827 249 42
186 304 49
187 87 20
637 730 78
237 269 13
816 509 67
52 882 58
890 741 85
157 830 36
34 712 68
484 84 81
389 740 61
170 146 21
910 119 94
827 233 69
404 50 69
600 790 75
413 467 7
271 584 78
284 307 93
180 185 68
225 546 10
413 713 3
26 119 74
738 627 53
382 262 27
368 949 36
576 832 24
890 875 91
256 118 94
994 654 48
353 866 10
768 401 21
285 259 16
857 176 49
184 587 69
876 120 12
412 503 86
420 15 85
990 140 78
306 631 33
566 426 75
766 426 41
338 399 70
891 913 34
771 5 29
722 615 3
733 449 79
435 675 74
902 34 47
925 738 23
284 22 51
989 507 48
719 166 17
785 643 79
172 885 85
755 731 91
708 661 54
646 975 74
427 319 95
17 355 22
490 768 64
833 989 44
328 713 98
691 390 36
763 181 68
325 517 2
316 517 4
966 23 22
406 435 79
143 498 62
615 455 48
282 905 17
114 530 11
399 24 1
426 369 67
252 959 9
794 410 15
441 278 67
325 316 28
695 774 25
89 144 60
812 109 63
43 522 39
579 912 95
160 31 78
130 818 28
627 417 3
318 778 25
462 459 94
392 841 84
928 145 59
648 960 65
48 618 14
664 147 55
224 765 37
574 202 48
169 35 59
438 943 2
109 234 84
237 589 17
857 454 41
373 211 32
886 894 100
947 407 29
920 91 14
755 768 17
366 156 59
155 76 52
602 884 66
410 6 35
437 591 54
632 138 49
350 268 63
69 258 74
62 242 4
18 826 88
78 709 78
511 882 12
747 639 74
86 309 43
862 637 52
689 151 20
271 94 95
902 141 82
802 249 88
577 491 25
506 383 91
603 650 42
517 689 18
210 20 19
866 546 81
983 878 33
663 181 7
657 911 54
88 127 40
79 483 23
344 440 33
734 793 6
441 225 53
775 675 47
891 956 81
779 298 53
759 983 39
872 1000 45
645 621 100
168 299 32
400 718 72
767 414 35
653 458 29
728 322 44
429 464 28
296 79 94
958 744 71
637 747 80
149 785 42
546 710 43
899 8 39
386 922 23
427 219 6
59 437 66
259 876 60
282 998 99
998 191 12
159 723 62
310 685 2
84 97 85
376 654 22
564 648 77
647 503 47
554 238 6
537 712 73
897 380 57
490 889 31
593 385 82
389 725 81
463 560 11
504 735 63
211 365 87
892 553 10
848 146 75
25 786 22
58 851 13
600 349 52
151 351 42
841 210 75
567 631 51
365 314 35
407 596 56
255 225 17
636 448 5
164 392 72
352 758 48
650 707 30
453 519 64
808 600 55
182 219 64
525 516 14
933 503 89
901 669 42
123 553 60
668 106 5
815 39 14
302 946 69
72 646 34
688 700 76
916 740 82
86 783 55
392 928 82
266 652 42
85 723 55
573 825 41
750 522 36
949 414 86
196 10 96
805 757 15
707 733 6
59 6 45
66 1 97
96 948 24
108 814 57
669 941 72
838 954 28
171 121 1
919 959 11
862 983 97
245 409 96
143 819 80
771 762 20
659 758 96
20 4 24
676 206 73
159 435 74
308 842 47
526 650 47
537 751 43
717 803 86
858 337 88
487 176 54
263 239 41
566 262 17
753 451 51
850 872 50
464 825 61
486 536 27
656 105 57
263 10 19
954 78 36
227 36 2
463 293 89
856 296 32
649 367 4
641 517 27
745 700 24
614 389 16
532 620 86
945 57 29
179 435 100
31 630 40
719 492 18
90 131 98
347 480 73
138 852 7
561 358 49
575 416 6
797 874 21
788 585 63
638 999 89
812 36 45
26 731 69
621 73 9
424 972 91
146 22 97
682 388 87
422 707 83
34 265 12
442 162 69
268 368 37
926 601 83
910 778 93
529 182 56
916 236 26
541 932 79
680 18 66
352 183 17
324 878 44
663 988 88
834 49 28
679 52 2
334 582 82
132 998 80
922 202 93
193 172 54
913 602 63
575 871 95
353 957 8
658 572 36
130 78 67
573 728 24
517 554 1
936 964 37
790 171 49
399 843 59
546 247 87
752 19 81
85 710 81
427 72 74
536 669 9
283 63 11
101 302 80
603 788 66
291 923 28
43 584 76
245 276 65
483 121 80
867 275 78
963 699 81
438 663 65
585 447 73
354 10 27
558 443 30
585 78 8
22 496 12
902 448 20
902 811 3
851 721 95
885 354 76
249 514 7
630 198 88
697 962 85
249 26 54
139 72 49
762 425 43
260 298 32
225 187 98
38 292 66
442 998 5
703 717 90
174 984 85
323 3 88
324 754 37
7 194 77
800 823 19
164 776 52
393 922 89
827 949 23
309 855 78
154 182 72
443 977 53
765 471 80
602 851 81
352 717 66
813 646 73
719 591 51
375 895 18
936 441 60
82 644 15
457 530 29
221 947 21
236 238 1
785 289 13
363 1000 75
267 790 39
16 736 62
72 572 65
438 656 86
801 349 1
543 674 41
688 201 10
752 431 87
27 636 25
323 684 39
426 679 37
224 596 41
121 884 94
49 209 85
816 300 44
830 391 94
853 95 10
764 57 24
429 448 46
704 682 32
751 104 13
424 612 35
337 55 80
752 471 36
573 30 36
723 64 13
311 107 22
66 676 28
622 803 84
8 132 26
808 17 97
853 195 99
680 320 8
812 948 79
293 451 91
128 782 45
607 115 69
285 655 27
864 687 20
336 43 51
552 989 52
631 231 91
220 358 33
758 452 11
287 85 63
945 336 57
150 544 74
895 649 100
829 673 48
248 52 47
731 261 16
326 585 72
413 398 75
90 566 26
970 799 71
61 862 2
48 182 94
542 285 82
148 23 56
389 527 34
407 698 82
555 98 72
347 622 23
89 596 84
376 920 60
878 533 7
81 670 39
794 700 45
780 887 6
392 820 18
930 919 22
727 546 79
280 409 35
712 60 61
963 222 99
563 17 59
521 864 24
533 157 78
780 843 50
452 541 6
372 597 48
222 128 42
315 483 40
417 708 21
478 877 1
158 571 68
26 606 6
812 139 67
585 805 4
506 808 33
851 969 2
313 997 51
936 432 27
245 234 29
522 711 47
14 945 6
668 302 70
863 746 74
19 588 44
4 746 53
423 624 43
745 336 83
157 122 45
684 396 47
16 673 58
93 628 19
375 920 98
462 93 58
783 847 35
940 558 30
865 688 76
726 737 35
435 515 37
671 444 35
149 696 12
96 426 95
801 781 20
579 276 31
967 35 46
430 72 99
87 996 54
559 610 49
834 201 31
368 540 83
537 525 59
271 684 39
301 957 62
596 146 62
451 818 57
550 419 4
620 477 27
734 32 70
680 541 73
208 259 31
595 656 84
65 441 46
762 197 80
903 662 67
640 851 43
455 326 80
537 985 53
47 245 71
647 933 65
662 911 85
857 715 60
107 896 44
291 164 15
195 661 9
742 839 23
57 376 97
731 479 22
364 123 83
811 723 75
780 98 7
978 958 99
489 925 1
275 825 14
665 246 41
731 863 58
827 337 24
742 692 86
21 584 73
557 827 31
600 285 59
895 648 52
556 998 76
370 248 71
909 760 21
333 806 74
101 90 92
29 96 36
645 141 92
216 254 27
181 346 96
444 498 28
530 357 72
598 661 37
945 421 8
28 136 82
882 107 79
166 265 96
513 991 84
868 929 2
84 685 51
435 667 45
10 721 41
555 929 86
483 1000 5
253 669 55
514 610 86
333 766 38
955 508 51
444 92 1
953 242 86
195 107 16
626 242 53
318 80 76
923 387 43
352 827 91
665 194 25
480 577 5
352 182 96
82 738 63
292 654 30
351 571 8
585 672 13
92 299 29
738 689 100
898 154 22
575 4 3
501 309 87
904 140 53
547 826 18
938 210 23
88 78 18
689 74 86
224 662 8
69 249 53
872 389 100
7 719 39
51 511 100
779 137 99
20 653 48
45 59 54
860 432 1
476 183 15
329 437 81
934 689 25
238 696 70
786 40 33
351 467 23
896 58 12
503 622 32
917 933 28
899 672 73
317 754 53
478 271 41
666 195 36
710 543 93
278 735 12
309 215 85
341 587 10
60 729 99
974 240 33
351 210 92
663 317 13
725 906 67
463 841 92
880 39 19
743 260 50
346 825 54
27 878 46
981 977 47
318 618 70
689 503 54
162 667 30
592 742 22
4 542 88
487 514 63
58 165 42
632 430 92
264 767 66
671 976 40
437 72 11
144 503 46
549 520 19
359 154 18
846 350 43
782 567 26
892 756 65
608 368 28
541 889 2
129 888 88
573 995 7
622 542 63
409 239 90
952 753 16
812 383 41
226 863 66
146 398 47
634 689 28
628 554 13
465 980 7
454 864 63
885 621 5
20 222 5
49 953 42
945 761 1
51 707 45
73 462 49
158 529 45
842 38 44
714 735 44
987 596 74
424 370 68
891 537 31
923 789 37
492 402 27
784 67 78
920 691 76
686 247 7
397 901 43
442 860 56
451 521 54
788 729 79
211 319 20
901 142 25
166 283 82
221 819 53
665 125 99
41 500 38
506 520 55
51 582 99
287 513 56
537 993 7
639 334 96
294 697 26
562 592 8
426 731 37
260 545 95
114 829 95
141 366 72
810 520 69
281 730 61
831 832 3
160 209 56
53 799 2
562 779 13
584 190 98
440 707 7
508 570 71
935 976 84
366 446 65
951 101 69
943 514 7
849 336 24
750 139 19
756 193 11
437 794 93
694 620 4
704 41 97
445 814 38
465 112 18
816 48 20
521 210 37
339 554 92
799 896 54
649 776 94
772 856 47
718 379 66
768 747 10
91 877 88
333 405 1
202 783 89
827 912 7
504 968 23
166 673 57
201 5 83
757 705 59
333 734 4
966 459 13
154 499 44
883 880 14
667 845 24
271 627 79
954 730 54
485 850 53
551 86 38
23 206 22
473 23 61
893 620 78
529 148 40
386 971 64
344 611 23
785 412 7
708 124 50
29 269 60
665 542 76
965 523 60
125 382 15
646 81 29
46 104 68
621 945 38
695 867 16
939 314 96
862 536 1
618 289 78
757 352 38
272 946 19
612 369 43
146 70 30
121 522 39
430 235 7
706 905 93
821 676 82
548 346 60
912 758 91
429 380 98
550 772 69
950 243 78
296 371 9
10 353 57
423 666 9
864 170 54
618 665 26
785 124 1
929 192 77
319 918 49
471 808 61
760 404 28
74 632 90
290 824 32
381 92 57
875 198 21
399 349 25
759 189 11
845 556 22
970 50 43
845 930 19
107 122 60
533 308 55
434 668 12
235 495 29
744 359 55
943 511 74
943 654 47
723 568 25
363 936 100
170 543 92
938 860 50
256 655 92
869 607 89
472 193 77
487 488 87
202 445 98
241 398 21
817 684 83
818 944 8
464 252 91
752 389 80
726 530 44
362 669 45
654 912 52
721 575 24
272 810 69
389 309 21
696 758 42
779 234 64
946 484 29
221 348 56
733 45 49
575 694 84
396 454 27
795 951 87
144 283 40
129 181 16
762 165 55
795 305 64
475 322 43
783 941 100
757 423 70
127 961 17
133 493 61
637 235 79
976 352 93
872 868 40
734 93 68
791 416 94
230 555 87
721 111 1
368 8 86
151 216 72
891 723 50
285 161 53
257 979 5
416 817 21
680 962 31
4 839 17
511 822 94
452 953 64
891 105 72
625 751 46
995 1000 1
467 588 21
446 48 81
823 481 47
717 909 23
431 95 64
251 978 30
404 289 64
98 959 48
877 470 9
621 387 16
52 245 20
205 283 8
881 600 44
996 746 75
745 296 63
216 406 74
311 418 67
115 686 24
883 225 92
945 145 9
796 225 94
607 355 95
912 958 94
607 293 96
476 798 95
866 540 80
427 184 77
556 927 3
11 346 28
947 731 33
396 859 42
268 424 26
723 995 37
739 829 18
552 201 90
717 888 45
893 312 35
483 857 25
203 295 19
320 554 20
50 922 92
61 241 81
645 680 84
622 299 19
699 884 28
745 236 41
163 105 59
967 431 93
254 44 92
426 826 57
150 309 92
303 715 41
812 931 25
263 616 68
417 834 56
178 458 81
785 281 68
686 878 18
846 813 22
42 265 95
915 525 31
455 191 77
689 986 80
70 157 17
149 764 19
421 920 31
736 478 62
726 967 28
21 368 36
826 435 22
810 608 43
621 710 48
893 619 44
419 6 80
664 101 37
615 749 46
78 700 24
282 575 72
801 668 70
939 157 66
123 225 24
196 434 61
89 98 2
578 262 94
883 526 30
